No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic,
1183,"131 _ حديث : إنه صلى الله عليه وآله وسلم قال لعلي : ادن مني أضع خمسك في خمسي ، يا علي خلقت أنا وأنت من شجرة : أنا أصلها ، وأنت فرعها ، والحسن والحسين إغضانها ، من تعلق بغصن منها أدخله الله الجنة ، يا علي ، لو أن أمتي صاموا حتى يكونوا كالحنايا ، وصلوا حتى يكونوا كالأوتار ، ثم أبغضوك ، كبهم الله على وجوههم في النار . قال ابن عدي : هذا لا يرويه غير عثمان بن عبد الله الشامي ، وله أحاديث موضوعة . ",," إنه صلى الله عليه وآله وسلم قال لعلي : ادن مني أضع خمسك في خمسي ، يا علي خلقت أنا وأنت من شجرة : أنا أصلها ، وأنت فرعها ، والحسن والحسين إغضانها ، من تعلق بغصن منها أدخله الله الجنة ، يا علي ، لو أن أمتي صاموا حتى يكونوا كالحنايا ، وصلوا حتى يكونوا كالأوتار ، ثم أبغضوك ، كبهم الله على وجوههم في النار","قال ابن عدي : هذا لا يرويه غير عثمان بن عبد الله الشامي ، وله أحاديث موضوعة . ",,non_authentic,كتاب الفضائل ,ذكر فاطمة رضي الله عنها
1184,"132 _ حديث : من أبغضنا أهل البيت حشره الله يهودياً . قلت : يا رسول الله ، وإن صلى وصام وزعم أنه مسلم _ إلخ . قال العقيلي : لا أصل له وفي إسناده : سديف المكي غال في الرفض . وقال حنان ( 637 ) دخلت مع أبي على جعفر ين محمد فحدثه أبي بهذا الحديث عن أبيه محمد بن علي الباقر . فقال : ما كنت أرى أن أبي حدث بهذا الحديث . ",," من أبغضنا أهل البيت حشره الله يهودياً . قلت : يا رسول الله ، وإن صلى وصام وزعم أنه مسلم",قال العقيلي : لا أصل له وفي إسناده : سديف المكي غال في الرفض . وقال حنان ( 637 ) دخلت مع أبي على جعفر ين محمد فحدثه أبي بهذا الحديث عن أبيه محمد بن علي الباقر . فقال : ما كنت أرى أن أبي حدث بهذا الحديث . , لا أصل له,non_authentic,كتاب الفضائل ,ذكر فاطمة رضي الله عنها
1185,"133 _ حديث : إن شيعتنا يخرجون من قبورهم يوم القيامة على ما بهم من الذنوب والعيوب ، كالقمر ليلة البدر_ إلخ . هو موضوع ، وفي إسناده : من لا يحتج به ( 638 ) ",," إن شيعتنا يخرجون من قبورهم يوم القيامة على ما بهم من الذنوب والعيوب ، كالقمر ليلة البدر","هو موضوع ، وفي إسناده : من لا يحتج به ( 638 ) ",موضوع,non_authentic,كتاب الفضائل ,ذكر فاطمة رضي الله عنها
1186,134 _ حديث : اشتد غضب الله على من أهراق دمي وآذاني في عترتي . قال في المختصر : هو موضوع . ,, اشتد غضب الله على من أهراق دمي وآذاني في عترتي,قال في المختصر : هو موضوع . ,موضوع,non_authentic,كتاب الفضائل ,ذكر فاطمة رضي الله عنها
1187,"135 _ حديث : أربعة أنا لهم شفيع يوم القيامة : المكرم لذريتي ، والقاضي لهم حوائجهم ، والساعي لهم في أمورهم ، ما اضطروا إليه ، والمحب لهم بقلبه ولسانه . هو موضوع ، كما قال في المختصر . ",," أربعة أنا لهم شفيع يوم القيامة : المكرم لذريتي ، والقاضي لهم حوائجهم ، والساعي لهم في أمورهم ، ما اضطروا إليه ، والمحب لهم بقلبه ولسانه","هو موضوع ، كما قال في المختصر . ",موضوع,non_authentic,كتاب الفضائل ,ذكر فاطمة رضي الله عنها
1188,"136 _ حديث : يا علي إذا كان يوم القيامة ، أخذت بحجزة الله ، وأخذت أنت بحجزتي ، وأخذ ولدك بحجزتك ، وأخذت شيعة ولدك بحجزهم . قال في المختصر : موضوع . ",," يا علي إذا كان يوم القيامة ، أخذت بحجزة الله ، وأخذت أنت بحجزتي ، وأخذ ولدك بحجزتك ، وأخذت شيعة ولدك بحجزهم",قال في المختصر : موضوع . ,موضوع,non_authentic,كتاب الفضائل ,ذكر فاطمة رضي الله عنها
1189,"137 – حديث : أهل بيتي كالنجوم ، بأيهم اقتديتم اهتديتم . قال في المختصر : هو من نسخة نبيط المكذوبة ( 639 ) . ",,": أهل بيتي كالنجوم ، بأيهم اقتديتم اهتديتم",قال في المختصر : هو من نسخة نبيط المكذوبة ( 639 ) . ,,non_authentic,كتاب الفضائل ,ذكر فاطمة رضي الله عنها
1190_1,"138 _ حديث : كل بني آدم ينتمون إلى عصبة أبيهم ، إلا ولد فاطمة فإنني أنا أبوهم ، وأنا عصبتهم . قال في المقاصد : فيه إرسال وضعف ، ولكن له شاهد عن جابر ، رفعه : إن الله جعل ذرية كل نبي من صلبه ، وإن الله جعل ذريتي في صلب علي ، وبعضها يقوي بعضا . وقال ابن الجوزي : إنه لا يصح . ",," كل بني آدم ينتمون إلى عصبة أبيهم ، إلا ولد فاطمة فإنني أنا أبوهم ، وأنا عصبتهم",". قال في المقاصد : فيه إرسال وضعف ، ولكن له شاهد",,non_authentic,كتاب الفضائل ,ذكر فاطمة رضي الله عنها
1190_2,," عن جابر ، رفعه",": إن الله جعل ذرية كل نبي من صلبه ، وإن الله جعل ذريتي في صلب علي ، وبعضها يقوي بعضا ",. وقال ابن الجوزي : إنه لا يصح . , لا يصح,non_authentic,كتاب الفضائل ,ذكر فاطمة رضي الله عنها
1191,"139 _ حديث : لو عاش إبراهيم لكان نبياً . قال النووي : ما روي عن بعض المتقدمين : لو عاش _ إلخ فباطل وجسارة على الغيب ، وقال ابن عبد البر : لا أدري ما هذا ، فقد ولد نوح غير نبي . وقال ابن حجر : لا يلزم من الحديث المذكور ما ذكر ، لما لا يخفى ، وكأنه سلف النووي ، وهو عجيب من النووي ، مع وروده عن ثلاثة من الصحابة ، وكأنه لم يضهر له تأوليه ، فإن الشرطية لا تستلزم الوقوع ، ولا يظن بالصحابي الهجوم على مثله بالظن ( 640 ) .",,: لو عاش إبراهيم لكان نبياً ,"قال النووي : ما روي عن بعض المتقدمين : لو عاش _ إلخ فباطل وجسارة على الغيب ، وقال ابن عبد البر : لا أدري ما هذا ، فقد ولد نوح غير نبي . وقال ابن حجر : لا يلزم من الحديث المذكور ما ذكر ، لما لا يخفى ، وكأنه سلف النووي ، وهو عجيب من النووي ، مع وروده عن ثلاثة من الصحابة ، وكأنه لم يضهر له تأوليه ، فإن الشرطية لا تستلزم الوقوع ، ولا يظن بالصحابي الهجوم على مثله بالظن ( 640 ) .",,non_authentic,كتاب الفضائل ,ذكر إبراهيم رضي الله عنه 
1192,"140 _ حديث : إن الله يقول لك : تزوج ابنة أبي بكر ، فمضى عليه ، فقال : يا أبا بكر : إن الله أمرني أن أتزوج هذه الجارية ، وهي عائشة ، فتزوجها .قال الخطيب : رجاله ثقات ، غير محمد بن الحسن الأزهري ، ونراه من عمله ، وقال في الميزان : هذا كذب .",,": إن الله يقول لك : تزوج ابنة أبي بكر ، فمضى عليه ، فقال : يا أبا بكر : إن الله أمرني أن أتزوج هذه الجارية ، وهي عائشة ، فتزوجها ","قال الخطيب : رجاله ثقات ، غير محمد بن الحسن الأزهري ، ونراه من عمله ، وقال في الميزان : هذا كذب .",,non_authentic,كتاب الفضائل ,ذكر عائشة رضي الله عنها
1193,"141 _ حديث : قول عائشة: أسقطت من النبي صلى الله عليه وآله وسلم سقطاً ، فسماه عبد الله ، وكانت تكنى بأم عبد الله .هو موضوع . ",: قول عائشة," أسقطت من النبي صلى الله عليه وآله وسلم سقطاً ، فسماه عبد الله ، وكانت تكنى بأم عبد الله",هو موضوع . ,موضوع,non_authentic,كتاب الفضائل ,ذكر عائشة رضي الله عنها
1194_1,"142 _ حديث : يا عائشة أنت أطيب من اللبن بالتمر . وفي لفظ : أنت أحب إلي من الزبد بالعسل . قيل : لا يصح ( 641 ) ، وفي إسناده : رجلان ليسا بشيء ( 642 ) . ",, يا عائشة أنت أطيب من اللبن بالتمر, وفي لفظ,,non_authentic,كتاب الفضائل ,ذكر عائشة رضي الله عنها
1194_2,,, أنت أحب إلي من الزبد بالعسل ,"قيل : لا يصح ( 641 ) ، وفي إسناده : رجلان ليسا بشيء ( 642 ) . ", لا يصح,non_authentic,كتاب الفضائل ,ذكر عائشة رضي الله عنها
1195,"143 _ حديث : خذوا شطر دينكم عن الحميراء . قال ابن حجر : لا أعرف له إسناداً ، ولا رأيته في شيء من كتب الحديث ! إلا في نهاية ابن الأثير ، وإلا في الفردوس بغير إسناد ، وسئل المزي والذهبي فلم يعرفاه . كذا في المقاصد . ",, خذوا شطر دينكم عن الحميراء,"قال ابن حجر : لا أعرف له إسناداً ، ولا رأيته في شيء من كتب الحديث ! إلا في نهاية ابن الأثير ، وإلا في الفردوس بغير إسناد ، وسئل المزي والذهبي فلم يعرفاه . كذا في المقاصد . ",,non_authentic,كتاب الفضائل ,ذكر عائشة رضي الله عنها
1196,"144 _ حديث : أن عائشة كانت تقول للنبي صلى الله عليه وآله وسلم كيف حبك لي ؟ فيقول : كعقد الحبل ، قالت : فكنت أقول : كيف العقدة ؟ ، فيقول : على حالها . قال في الذيل : هو حديث باطل . ",," أن عائشة كانت تقول للنبي صلى الله عليه وآله وسلم كيف حبك لي ؟ فيقول : كعقد الحبل ، قالت : فكنت أقول : كيف العقدة ؟ ، فيقول : على حالها ",قال في الذيل : هو حديث باطل . ,باطل,non_authentic,كتاب الفضائل ,ذكر عائشة رضي الله عنها
1197,"145 _ حديث : أنه قيل لأبي أيوب الأنصاري عند منصرفه من صفين ، يا أبا أيوب : إن الله أكرمك بكذا وكذا ، ثم جئت بسيفك على عاتقك ، تضرب أهل لا إله إلا الله ؟ فقال : يا هذا ، إن الرائد لا يكذب أهله ، وإن الله أمرنا بقتال ثلاثة مع علي ، بقتال الناكثين ، والقاسطين ، والمارقين . فأما الناكثون : فقد قاتلناهم يوم الجمل ، طلحة ، والزبير ، رضوان الله عليهما ، وأما القاسطون : فهذا منصرفنا من عندهم ، يعني : معاوية وعمراً ، وأما المارقون : فهم أهل الطرفاوات ، وأهل السعيفات ، وأهل النخيلات ، وأهل النهروانات ، والله ما أدري أين هم ، ولكن لا بد من قتلهم إن أراد الله . ",," أنه قيل لأبي أيوب الأنصاري عند منصرفه من صفين ، يا أبا أيوب : إن الله أكرمك بكذا وكذا ، ثم جئت بسيفك على عاتقك ، تضرب أهل لا إله إلا الله ؟ فقال : يا هذا ، إن الرائد لا يكذب أهله ، وإن الله أمرنا بقتال ثلاثة مع علي ، بقتال الناكثين ، والقاسطين ، والمارقين . فأما الناكثون : فقد قاتلناهم يوم الجمل ، طلحة ، والزبير ، رضوان الله عليهما ، وأما القاسطون : فهذا منصرفنا من عندهم ، يعني : معاوية وعمراً ، وأما المارقون : فهم أهل الطرفاوات ، وأهل السعيفات ، وأهل النخيلات ، وأهل النهروانات ، والله ما أدري أين هم ، ولكن لا بد من قتلهم إن أراد الله",,,non_authentic,كتاب الفضائل ,ذكر عائشة رضي الله عنها
1198,"146 _ سمعت رسول الله صلى الله عليه وآله وسلم يقول لعمار : يا عمار : تقتلك الفئة الباغية ، وأنت _ إذ ذاك _ مع الحق ، والحق معك ، يا عمار بن ياسر : إن رأيت علياً قد سلك وادياً ، وسلك الناس وادياً غيره ، فاسلك مع علي _ إلخ .قال ابن الجوزي : هو موضوع ، وفي إسناده : المعلى بن عبد الرحمن ، وهو وضاع ، وفيه أيضاً : أن أبا أيوب لم يشهد صفين ، وقد روى من طريق أخرى فيها وضاع ، وله طريق أخرى ، رواها الحاكم في الأربعين ( 643 ) . ورواه أيضاً الطبراني ، والخطيب ، وغيرهما ، مقتصرين على أول الحديث ( 644 ) .  ",,"سمعت رسول الله صلى الله عليه وآله وسلم يقول لعمار : يا عمار : تقتلك الفئة الباغية ، وأنت _ إذ ذاك _ مع الحق ، والحق معك ، يا عمار بن ياسر : إن رأيت علياً قد سلك وادياً ، وسلك الناس وادياً غيره ، فاسلك مع علي","قال ابن الجوزي : هو موضوع ، وفي إسناده : المعلى بن عبد الرحمن ، وهو وضاع ، وفيه أيضاً : أن أبا أيوب لم يشهد صفين ، وقد روى من طريق أخرى فيها وضاع ، وله طريق أخرى ، رواها الحاكم في الأربعين ( 643 ) . ورواه أيضاً الطبراني ، والخطيب ، وغيرهما ، مقتصرين على أول الحديث ( 644 ) . ",,non_authentic,كتاب الفضائل ,ذكر عمار وغيره
1199,وأما حديث : تقتل عماراً الفئة الباغية . فهو في صحيح البخاري . ,,: تقتل عماراً الفئة الباغية,. فهو في صحيح البخاري,,authentic,كتاب الفضائل ,ذكر عمار وغيره
1200,"147 _ حديث : قد رأيت عبد الرحمن بن عوف يدخل الجنة حبواً . رواه أحمد ، وفي إسناده : عمارة ، وهو يروي المناكير ، وقد قال أحمد : هذا الحديث كذب منكر . قا ل ابن حجر : لم يتفرد به عمارة بن زاذان ، فقد رواه البزار من طريق أغلب بن تميم ، وأغلب شبيه عمارة بن زاذان في الضعف ، لكن لم أر من اتهمه بالكذب ( 645 ) ، وقد روى من طريق أخرى فيها متروك ( 646 ) . وقال النسائي : الحديث موضوع . وقال في اللآلىء : إن رجال إسناد البزار ثقات ( 647 ) . وقال المنذري في الترغيب والترهيب : ورد من حديث جماعة من الصحابة ، أن عبد الرحمن بن عوف : يدخل الجنة حبواً لكثرة ماله ، ولا يسلم أجودها من مقال . ولا يبلغ شيء منها بانفراده درجة الحسن ، انتهى . ",, قد رأيت عبد الرحمن بن عوف يدخل الجنة حبواً ,"رواه أحمد ، وفي إسناده : عمارة ، وهو يروي المناكير ، وقد قال أحمد : هذا الحديث كذب منكر . قا ل ابن حجر : لم يتفرد به عمارة بن زاذان ، فقد رواه البزار من طريق أغلب بن تميم ، وأغلب شبيه عمارة بن زاذان في الضعف ، لكن لم أر من اتهمه بالكذب ( 645 ) ، وقد روى من طريق أخرى فيها متروك ( 646 ) . وقال النسائي : الحديث موضوع . وقال في اللآلىء : إن رجال إسناد البزار ثقات ( 647 ) . وقال المنذري في الترغيب والترهيب : ورد من حديث جماعة من الصحابة ، أن عبد الرحمن بن عوف : يدخل الجنة حبواً لكثرة ماله ، ولا يسلم أجودها من مقال . ولا يبلغ شيء منها بانفراده درجة الحسن ، انتهى . ", كذب منكر,non_authentic,كتاب الفضائل ,ذكر عبد الرحمن بن عوف رضي الله عنه
1201,"148 _ حديث : العباس بن عبد المطلب ، أبي ، وعمي ، ووصيي ، ووارثي . رواه ابن حبان ، عن ابن عباس ، وفي إسناده : جعفر بن عبد الواحد ، وهو وضاع . ",,": العباس بن عبد المطلب ، أبي ، وعمي ، ووصيي ، ووارثي ","رواه ابن حبان ، عن ابن عباس ، وفي إسناده : جعفر بن عبد الواحد ، وهو وضاع . ",,non_authentic,كتاب الفضائل ,ذكر العباس
1202,"149 _ حديث : عمي العباس ، حصن فرجه في الجاهلية والإسلام ، فحرم الله بدنه على النار، وولده ، اللهم هب مسيئهم لمحسنهم . هو موضوع ، وفي إسناده : مجاهيل . ",," عمي العباس ، حصن فرجه في الجاهلية والإسلام ، فحرم الله بدنه على النار، وولده ، اللهم هب مسيئهم لمحسنهم ","هو موضوع ، وفي إسناده : مجاهيل . ",موضوع,non_authentic,كتاب الفضائل ,ذكر العباس
1203,"150 _ حديث : إن الله اتخذني خليلاً : كما اتخذ إبراهيم خليلاً ، ومنزلي ومنزل إبراهيم يوم القيامة في الجنة تجاهين ، والعباس بينا ، مؤمن بين خليلين . رواه العقيلي عن ابن عمرو مرفوعاً ، وهو موضوع ، وقال ابن عدي : ليس لهذا الحديث أصل عن ثقة ، وقد أخرجه ابن ماجة . ",," إن الله اتخذني خليلاً : كما اتخذ إبراهيم خليلاً ، ومنزلي ومنزل إبراهيم يوم القيامة في الجنة تجاهين ، والعباس بينا ، مؤمن بين خليلين","رواه العقيلي عن ابن عمرو مرفوعاً ، وهو موضوع ، وقال ابن عدي : ليس لهذا الحديث أصل عن ثقة ، وقد أخرجه ابن ماجة . ",موضوع,non_authentic,كتاب الفضائل ,ذكر العباس
1204,"151 _ حديث : أن جماعة من بني هاشم ، سألوا رسول الله صلى الله عليه وآله وسلم ، أن يحول الكتابة من معاوية ، فنزل الوحي باختياره . وهو موضوع . ",," أن جماعة من بني هاشم ، سألوا رسول الله صلى الله عليه وآله وسلم ، أن يحول الكتابة من معاوية ، فنزل الوحي باختياره",وهو موضوع . ,موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
1205,"152 _ حديث : أنه صلى الله عليه وآله وسلم ، أخذ القلم من يد علي فدفعه إلى معاوية . هو موضوع .",," أنه صلى الله عليه وآله وسلم ، أخذ القلم من يد علي فدفعه إلى معاوية",هو موضوع .,موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
1206,153 _ حديث : أول من يخصم من هذه الأمة علي ومعاوية .موضوع .  ,, أول من يخصم من هذه الأمة علي ومعاوية,موضوع . ,موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
1207,"154 _ حديث : هبط على جبريل ، ومعه قلم من ذهب إبريز ، فقال جبريل : إن العلي الأعلى يقرئك السلام ، ويقول لك : حبيبي : قد أهديت هذا القلم من فوق عرشي ، إلى معاوية بن أبي سفيان ، فأوصله إليه ، ومره أن يكتب آية الكرسي بخطه بهذا القلم ، ويشكله ، ويعجمه ، ويعرضه عليك ، فأني قد كتبت له من الثواب بعدد كل من قرأ آية الكرسي من ساعة يكتبها إلى يوم القيامة _ إلخ .هو موضوع ، وأكثر رجاله مجاهيل ، وقد رواه ابن عساكر من وجه آخر ، قال في الميزان : الخبر باطل ، ورواه النقاش من وجه آخر ، وفي إسناده : وضاع . ",," هبط على جبريل ، ومعه قلم من ذهب إبريز ، فقال جبريل : إن العلي الأعلى يقرئك السلام ، ويقول لك : حبيبي : قد أهديت هذا القلم من فوق عرشي ، إلى معاوية بن أبي سفيان ، فأوصله إليه ، ومره أن يكتب آية الكرسي بخطه بهذا القلم ، ويشكله ، ويعجمه ، ويعرضه عليك ، فأني قد كتبت له من الثواب بعدد كل من قرأ آية الكرسي من ساعة يكتبها إلى يوم القيامة","هو موضوع ، وأكثر رجاله مجاهيل ، وقد رواه ابن عساكر من وجه آخر ، قال في الميزان : الخبر باطل ، ورواه النقاش من وجه آخر ، وفي إسناده : وضاع .",موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
1208,"155 _ حديث : كان ابن خطل يكتب قدام النبي صلى الله عليه وآله وسلم ، وكان إذا نزل : غفور رحيم : كتب رحيم غفور ، وإذا نزل : سميع عليم ، كتب عليم سميع ، فقال له صلى الله عليه وآله وسلم : أعرض علي ما كنت أملي عليك ، فلما عرضه ، قال النبي صلى الله عليه وآله وسلم : ما كذا أمليت عليك ، فأراد النبي صلى الله عليه وآله وسلم أن يستكتب معاوية فكره أن يأتي منه ما أتى من ابن خطل ، فاستشار جبريل فقال : استكتبه فإنه أمين . هو موضوع ، وفي إسناده : أصرم بن حوشب الهمداني ، وهو كذاب . ورواه ابن عساكر ، من وجه آخر ، وفي إسناده : متروك . ",," كان ابن خطل يكتب قدام النبي صلى الله عليه وآله وسلم ، وكان إذا نزل : غفور رحيم : كتب رحيم غفور ، وإذا نزل : سميع عليم ، كتب عليم سميع ، فقال له صلى الله عليه وآله وسلم : أعرض علي ما كنت أملي عليك ، فلما عرضه ، قال النبي صلى الله عليه وآله وسلم : ما كذا أمليت عليك ، فأراد النبي صلى الله عليه وآله وسلم أن يستكتب معاوية فكره أن يأتي منه ما أتى من ابن خطل ، فاستشار جبريل فقال : استكتبه فإنه أمين","هو موضوع ، وفي إسناده : أصرم بن حوشب الهمداني ، وهو كذاب . ورواه ابن عساكر ، من وجه آخر ، وفي إسناده : متروك . ",موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
1209_1,"156 _ حديث : الأمناء عند الله ثلاثة : أنا ، وجبريل ، ومعاوية .قال النسائي ، وابن حبان ، والخطيب : إنه باطل ، والواضع له : علي بن عبد الله بن الفرج البرداني . وروي من وجه آخر قال فيه النسائي ، وابن حبان : باطل موضوع . وقال ابن عدي : هو باطل من كل وجه . وقد أطال صاحب اللآلىء ، في ذكر طرق هذا الحديث : وليس فيها شيء يصح . ومن جملتها : عن ابن عباس ، أن جبريل جاء إلى رسول الله صلى الله عليه وآله وسلم ، وعنده معاوية يكتب بين يديه ، فقال يا محمد : إن كاتبك هذا لأمين ، وفي إسناده : مجاهيل . ورواه الطبراني في الأوسط ، وفي إسناده : من لا يعرف . وقال في الميزان : هذا خبر باطل ، وقال ابن عدي : باطل .  ",," الأمناء عند الله ثلاثة : أنا ، وجبريل ، ومعاوية",".قال النسائي ، وابن حبان ، والخطيب : إنه باطل ، والواضع له : علي بن عبد الله بن الفرج البرداني . وروي من وجه آخر قال فيه النسائي ، وابن حبان : باطل موضوع . وقال ابن عدي : هو باطل من كل وجه . وقد أطال صاحب اللآلىء ، في ذكر طرق هذا الحديث : وليس فيها شيء يصح . ومن جملتها ",باطل,non_authentic,كتاب الفضائل ,ذكر معاوية
1209_2,, عن ابن عباس," أن جبريل جاء إلى رسول الله صلى الله عليه وآله وسلم ، وعنده معاوية يكتب بين يديه ، فقال يا محمد : إن كاتبك هذا لأمين","ورواه الطبراني في الأوسط ، وفي إسناده : من لا يعرف . وقال في الميزان : هذا خبر باطل ، وقال ابن عدي : باطل . ",باطل,non_authentic,كتاب الفضائل ,ذكر معاوية
1210,"157 _ حديث : أن النبي صلى الله عليه وآله وسلم استشار أبا بكر وعمر في أمر فقالا : الله ورسوله أعلم , فقال : ادعوا لي معاوية . فلما وقف بين يديه قال : أحضروه أمركم ، وأشهدوه أمركم فإنه قوي أمين .رواه الطبراني عن عبد الله بن بسر مرفوعاً ، وفي إسناده : مروان ابن جناح ( 648 ) ولا يحتج به . قال في اللآلىء : مروان روى له أبو داود ، وابن ماجة ، وقال الدارقطني : لا بأس به ( 649 ) . وله شاهد ابن عساكر ، عن ابن عمر مرفوعاً بنحوا ( 650 ) . ",," أن النبي صلى الله عليه وآله وسلم استشار أبا بكر وعمر في أمر فقالا : الله ورسوله أعلم , فقال : ادعوا لي معاوية . فلما وقف بين يديه قال : أحضروه أمركم ، وأشهدوه أمركم فإنه قوي أمين ","رواه الطبراني عن عبد الله بن بسر مرفوعاً ، وفي إسناده : مروان ابن جناح ( 648 ) ولا يحتج به . قال في اللآلىء : مروان روى له أبو داود ، وابن ماجة ، وقال الدارقطني : لا بأس به ( 649 ) . وله شاهد ابن عساكر ، عن ابن عمر مرفوعاً بنحوا ( 650 ) . ",,non_authentic,كتاب الفضائل ,ذكر معاوية
1211,"158 _ حديث : أن النبي صلى الله عليه وآله وسلم نازل معاوية سهماً . وقال : خذ هذا السهم حتى تلقاني به في الجنة . رواه الخطيب عن أبي هريرة مرفوعاً ، وابن حبان عن جابر مرفوعاً ، وهوموضوع ، وفي إسناده : من ليس بشيء ( 651 ) . وقد روى عن أنس ( 652 ) . وابن عمر مرفوعاً ( 653 ) . ",, أن النبي صلى الله عليه وآله وسلم نازل معاوية سهماً . وقال : خذ هذا السهم حتى تلقاني به في الجنة,"رواه الخطيب عن أبي هريرة مرفوعاً ، وابن حبان عن جابر مرفوعاً ، وهوموضوع ، وفي إسناده : من ليس بشيء ( 651 ) . وقد روى عن أنس ( 652 ) . وابن عمر مرفوعاً ( 653 ) . ",موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
1212_1,"159 _ حديث : أن جعفر بن أبي طالب أهدى إلى النبي صلى الله عليه وآله وسلم سفرجلاً ، فأعطي معاوية ثلاث سفرجلات . وقال : تلقاني بهن في الجنة . قال ابن حبان : موضوع . وقال الخطيب : الحديث غير ثابت ، وجعفر قتل في مؤتة ، ومعاوية : إنما أسلم عام الفتح . فلعن الله الكذابين . وقد روى أن النبي صلى الله عليه وآله وسلم أهدى له سفرجلات من الطائف _ إلخ . وروى : أنه صلى الله عليه وآله وسلم دفع إلى معاوية سفرجلة _ إلخ . ",," أن جعفر بن أبي طالب أهدى إلى النبي صلى الله عليه وآله وسلم سفرجلاً ، فأعطي معاوية ثلاث سفرجلات . وقال : تلقاني بهن في الجنة",". قال ابن حبان : موضوع . وقال الخطيب : الحديث غير ثابت ، وجعفر قتل في مؤتة ، ومعاوية : إنما أسلم عام الفتح . فلعن الله الكذابين . وقد روى",موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
1212_2,,, أن النبي صلى الله عليه وآله وسلم أهدى له سفرجلات من الطائف,وروى,,non_authentic,كتاب الفضائل ,ذكر معاوية
1212_3,,, أنه صلى الله عليه وآله وسلم دفع إلى معاوية سفرجلة,,,non_authentic,كتاب الفضائل ,ذكر معاوية
1213,"160 _ حديث : يبعث معاوية يوم القيامة وعليه رداء من نور الإيمان . رواه ابن حبان عن حذيفة مرفوعاً . وقال : موضوع ، وفي إسناده : جعفر ابن محمد الأنطاكي ، يروي الموضوعات ( 654 ) . ",, يبعث معاوية يوم القيامة وعليه رداء من نور الإيمان,"رواه ابن حبان عن حذيفة مرفوعاً . وقال : موضوع ، وفي إسناده : جعفر ابن محمد الأنطاكي ، يروي الموضوعات ( 654 ) . ",موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
1214,"161 _ حديث : لا أفتقد أحداً من أصحابي غير معاوية بن أبي سفيان ، لا أراه ثمانين عاماً أو سبعين عاماً ، ثم يقبل علي على ناقة من المسك الأذفر، حشوها رحمة الله ، قوائمها من الزبرجد ، فأقول معاوية ؟ فيقول : لبيك . فأقول : أين كنت منذ ثمانين عاماً ؟ فيقول : في روضة تحت عرش ربي يناجيني وأناجيه . ويقول : هذا عوض ما كنت تشتم في الدنيا . رواه ابن عدي عن أنس مرفوعاً . وقال : موضوع . وقال الخطيب : باطل إسناداً ومتناً ، ونراه مما وضعه الوكيل ، يعني : عبد الله بن جعفر الوكيل . فإن رجال إسناده كلهم ثقات . وقال ابن عساكر بعد حكاية كلام الخطيب . وقد روى من رجه آخر ،ثم ساق إسناده من طريق ( 655 ) ليس فيها الوكيل المذكور ، ثم قال : هذا الحديث منكر ، وفيه غير واحد من المجاهيل . وقال الحاكم : سمعت أبا العباس محمد بن يعقوب بن يوسف يقول : سمعت إسحاق بن إبراهيم الحنظلي يقول : لا يصح في فضل معاوية حديث . انتهى . قلت : قد ذكر الترمذي في الباب الذي ذكره في مناقب معاوية من سننه ما هو معروف فليراجع . وأما هذه الأكاذيب المذكورة هنا فأمرها بين . ",,": لا أفتقد أحداً من أصحابي غير معاوية بن أبي سفيان ، لا أراه ثمانين عاماً أو سبعين عاماً ، ثم يقبل علي على ناقة من المسك الأذفر، حشوها رحمة الله ، قوائمها من الزبرجد ، فأقول معاوية ؟ فيقول : لبيك . فأقول : أين كنت منذ ثمانين عاماً ؟ فيقول : في روضة تحت عرش ربي يناجيني وأناجيه . ويقول : هذا عوض ما كنت تشتم في الدنيا ","رواه ابن عدي عن أنس مرفوعاً . وقال : موضوع . وقال الخطيب : باطل إسناداً ومتناً ، ونراه مما وضعه الوكيل ، يعني : عبد الله بن جعفر الوكيل . فإن رجال إسناده كلهم ثقات . وقال ابن عساكر بعد حكاية كلام الخطيب . وقد روى من رجه آخر ،ثم ساق إسناده من طريق ( 655 ) ليس فيها الوكيل المذكور ، ثم قال : هذا الحديث منكر ، وفيه غير واحد من المجاهيل . وقال الحاكم : سمعت أبا العباس محمد بن يعقوب بن يوسف يقول : سمعت إسحاق بن إبراهيم الحنظلي يقول : لا يصح في فضل معاوية حديث . انتهى . قلت : قد ذكر الترمذي في الباب الذي ذكره في مناقب معاوية من سننه ما هو معروف فليراجع . وأما هذه الأكاذيب المذكورة هنا فأمرها بين . ",موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
1215,"162 _ حديث : لكل أمة فرعون ، وفرعون هذه الأمة معاوية . هو موضوع . ",," لكل أمة فرعون ، وفرعون هذه الأمة معاوية",هو موضوع . ,موضوع,non_authentic,كتاب الفضائل ,ذكر معاوية
