No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic,
725_1,(العقيلي) حدثنا احمد بن محمد بن سعيد المروزي حدثنا عمر بن شبة حدثنا صفوان بن نصر ابن قديد بن يسار حدثنا أبو عمرو بن حميد السغاني عن عبدالحميد بن أنس عن نصر بن يسار عن عكرمة عن ابن عباس مرفوعاً من انعم على عبد نعمه فلم يشكره فدعا عليه استجيب له: نصر بن قديد كذاب ونصر بن يسار كان أميراً على خرسان وأبو عمرو وعبدالحميد مجهولان والحديث غير محفوظ قال العقيلي.(قلت) أخرجه الحسن بن بدر عن خبره مارواه الخلفاء حدثنا محمد بن القاسم البزار حدثنا ابن هرون الهاشمي حدثنا أبو عوانة محمد بن الحسن حدثنا العباس بن بكار الضبي حدثنا أبو بكر الهذلي به فزالت تهمة جعفر بن عبدالواحد وأخرجه الشريازي في الألقاب من طريق سلموية النحوي عن عبداللّه بن المبارك عن نصر بن يسار عن عكرمة عن ابن عباس فزالت تهمة نصر بن قديد وشيخه وشيخ شيخه وفي آخر زيادة ثم قل نصر بن يسار اللّهم إنك تعلم اني أنعمت على آل بسام نعمة قلم يشكروها لي اللّهم فأهرق دمائهم قال عبداللّه بن المبارك فما حال عليهم الحول ومنهم عين تطرف وأخرجه الحاكم في تاريخ نيسابور حدثنا أحمد بن حمدان الصريفي حدثنا أبو رجاء محمد ابن حمدية السلخي حدثنا احمد بن جميل أبو حاتم حدثنا عبدالعزيز بن أبي رزمة عن ابن المبارك سمعت نصر بن سيار المروزي أنبانا الليث والي خرسان على منبر مرو يقول حدثني عكرمة فرواه فذكره بلفظ من أسدي إلى قوم نعمة فلم يقبلوا بالشكر ثم دعا عليهم استجيب له فيهم قال ابن المبارك لما روى نصر هذا الحديث رفع يديه وقال اللّهم أنك تعلم أني أسديت إلى آل بسام خيراً فلم يقبلوه بالشكر فاجعل موتهم قتلا قال فسمت أنهم قتلوا في مرحلة واحدة سبعين رجلا. وقال البهيقي في شعب الإيمان أنبانا أبو علي الروذباري أنبأنا أبو طاهر المحمد الباذي حدثنا أبو قلابة حدثنا نصر بن قديد حدثنا أبو عمر الشغافي حدثنا عبدالحميد بن أنس المرائي حدثنا نصر بن سيار وهو بخرسان عن عكرمة عن ابن عباس قال قال رسول اللّه صلى اللّه عليه وسلم من أنعم على قوم فلم يشكروا فدعا عليهم استجيب له قال وقال نصر بن سيار اللّهم غني قد انعمت على آل بسام فلم يشكروا للّهم فأذقهم حر السلاح قال فما مات منهم واحد إلا بالسيف قال نصر بن قديد قال أبو عمرو قال شعبة الأشراف لا يكذبون. قال البهيقي وروى ذلك عن عبداللّه بن المبارك عن بن سيار واللّه أعلم.‏,العقيلي) حدثنا احمد بن محمد بن سعيد المروزي حدثنا عمر بن شبة حدثنا صفوان بن نصر ابن قديد بن يسار حدثنا أبو عمرو بن حميد السغاني عن عبدالحميد بن أنس عن نصر بن يسار عن عكرمة عن ابن عباس مرفوعاً ,من انعم على عبد نعمه فلم يشكره فدعا عليه استجيب له, نصر بن قديد كذاب ونصر بن يسار كان أميراً على خرسان وأبو عمرو وعبدالحميد مجهولان والحديث غير محفوظ قال العقيلي قلت) أخرجه الحسن بن بدر عن خبره مارواه الخلفاء,,non-authentic,كتاب الذكر والدعاء,
725_2,,ء حدثنا محمد بن القاسم البزار حدثنا ابن هرون الهاشمي حدثنا أبو عوانة محمد بن الحسن حدثنا العباس بن بكار الضبي حدثنا أبو بكر الهذلي,, به فزالت تهمة جعفر بن عبدالواحد,,non-authentic,كتاب الذكر والدعاء,
725_3,,وأخرجه الشريازي في الألقاب من طريق سلموية النحوي عن عبداللّه بن المبارك عن نصر بن يسار عن عكرمة عن ابن عباس,, فزالت تهمة نصر بن قديد وشيخه وشيخ شيخه وفي آخر زيادة ثم قل نصر بن يسار اللّهم إنك تعلم اني أنعمت على آل بسام نعمة قلم يشكروها لي اللّهم فأهرق دمائهم قال عبداللّه بن المبارك فما حال عليهم الحول ومنهم عين تطرف,,non-authentic,كتاب الذكر والدعاء,
725_4,, وأخرجه الحاكم في تاريخ نيسابور حدثنا أحمد بن حمدان الصريفي حدثنا أبو رجاء محمد ابن حمدية السلخي حدثنا احمد بن جميل أبو حاتم حدثنا عبدالعزيز بن أبي رزمة عن ابن المبارك سمعت نصر بن سيار المروزي أنبانا الليث والي خرسان على منبر مرو يقول حدثني عكرمة , فرواه فذكره بلفظ من أسدي إلى قوم نعمة فلم يقبلوا بالشكر ثم دعا عليهم استجيب له فيهم, قال ابن المبارك لما روى نصر هذا الحديث رفع يديه وقال اللّهم أنك تعلم أني أسديت إلى آل بسام خيراً فلم يقبلوه بالشكر فاجعل موتهم قتلا قال فسمت أنهم قتلوا في مرحلة واحدة سبعين رجلا.,,non-authentic,كتاب الذكر والدعاء,
725_5,, وقال البهيقي في شعب الإيمان أنبانا أبو علي الروذباري أنبأنا أبو طاهر المحمد الباذي حدثنا أبو قلابة حدثنا نصر بن قديد حدثنا أبو عمر الشغافي حدثنا عبدالحميد بن أنس المرائي حدثنا نصر بن سيار وهو بخرسان عن عكرمة عن ابن عباس قال قال رسول اللّه صلى اللّه عليه وسلم , من أنعم على قوم فلم يشكروا فدعا عليهم استجيب له, قال وقال نصر بن سيار اللّهم غني قد انعمت على آل بسام فلم يشكروا للّهم فأذقهم حر السلاح قال فما مات منهم واحد إلا بالسيف قال نصر بن قديد قال أبو عمرو قال شعبة الأشراف لا يكذبون. قال البهيقي وروى ذلك عن عبداللّه بن المبارك عن بن سيار واللّه أعلم.,,non-authentic,كتاب الذكر والدعاء,
726_1,"(ابن حبان) حدثنا محمد بن أيوب عن مشكات حدثنا إبراهيم بن عبداللّه بن همام حدثنا عبدالرزاق عن معمر ن إسماعيل بن أبي خالد عن قيس بن أبي حازم عن جرير بن عبداللَّه مرفوعاً يستجيب اللّه للمتظلمين ما لم يكونوا أكثر من الظالمين فإذن كانوا أكثر منهم فيدعون فلا يستجيب لهم إبراهيم يضع. (أخبرنا) أبو بكر محمد بن عبدالباقي البزار أنبأنا أبو يعلى محمد بن الحسين الفقيه أنبأنا علي بن عمر السكري حدثنا أبو حامد بن أحمد بن بلال حدثنا محمد بن عبداللّه البخاري حدثنا بحربن النضر حدثنا عيسى بن موسى عن عمر بن صبح عن أبي عبداللّه الشامي ومحمد بن أبي عائشة السندي عن يزيد بن عمر عن عمر بن عبدالعزيز عن مجاهد بن جبير عن ابن سعود مرفوعاً من أراد أن يرعيه اللّه حفظ القرآن فليكتب هذا الدعاء في إناء ظيف بعسل مادي ثم ليغسله بماء المطر قبل أن يمس الأرض فيشربه على الريق ثلاثة أيام فإنه يحفظ بإذن اللّهى تعالى اللّهم إني أسألك فإنك مسؤول لم يسأل مثل أسألك بحق محمد رسولك ونبيك وإبراهيم خليلك وصفيك وموسى كليمك ونجيك وعيسى كلمتك وروحك وأسألك بصحف إبراهيم وتوراة موسى وزبور داود وإنجيل عيسى وفرقان محمد وأسألك بكل وحي أوحيته وبكل حق قضيته وبكل سائل أعطيته وبكل ضال هديته وغني أفقرته وفقير أغنيته وأسألك بأسمائك التي دعاك بها أولياؤك فاستجبت لهم وأسألك بكل إسم أنزلته في كتاب وأسألك باسمك الذي أثبت به أرزاق العباد وأسألك باسمك الذي وضعته على اليل فأظلم وأسألك باسمك الذي وضعته على الجبال فرست وأسألك باسمك الذي وضعته على الأرضين فاستقرت وأسألك باسمك الذي استقل به عرشك وأسألك باسمك الواحد الأحد الفرد العزيز للذي ملأ الأركان كلها الطاهر المطهر المبارك المقدس الحي القيوم نور السموات والأرض عالم الغيب وأسألك بكتابك المنزل بالحق ونورك التام وبعظمتك وبكبريائك أن ترزقني حفظ كتابك القرآن وحفظ أصناف العلم وثبتها في قلبي وسمعي وبصري وتخلطها بلحمي ودمي وتستعمل بها جسدي في ليلي ونهاري فإنه لاحول ولا قوة إلا بك، موضوع: والمتهم به عمر بن صبح. (قلت) له طريق آخر أخرجه الخطيب في الجامع أنبانا محمد بن الحسين المنوثي حدثنا عثمان بن أحمد الدقاق حدثنا محمد بن خلف بن عبدالسلام حدثنا موسى بن غبراهيم المروزي حدثنا وكيع عن عبادة عن شقيق عن ابن مسعود مرفوعاً فذكر مثله سواء: موسى بن إبراهيم المروزي كذاب وقال أبو العباس بن إبراهيم بن تركمان الهمداني في كتاب الدعاء أنبأنا أبو الفضل محمد بن الحسين بن محمد الدقاق ببغداد أنبأنا محمد بن عثمان بن خالد العكبري حينئذ وقال أبو الشيخ الثواب حدثنا عبيد اللّه بن أحمد بن عقبة قالا حدثنا الحسن بن عرفة العبدي حدثنا زيد بن الحباب العكلي حدثنا عبد الملك ابن هرون بن عنترة الشيباني عن أبيه أن أبا بكر الصديق أنى النبي صلى اللّه عليه وسلم فقال إني أتعلم القرآن فيتفلت مني فقال النبي صلى اللّه عليه وسلم قل اللّهم إني أسألك بمحمد نبيك وإبراهيم خليلك وموسى نجيك وعيسى روحك وكلمتك وتوراة موسى وإنجيل عيسى وزابور داود وفرقان محمد وكل وحي أوحيته أوقضاء قضيته أو شيء أعطيته أو فقيراً أغنيه أو غني أفقرته أو ضال هديته وأسألك باسمك الذي وضعته على الجبال فإرست وأسألك باسمك الذي استقل به عرشك وأسألك باسمك الطهر الطاهر الأحد الصمد الوتر المنزل في كتاب من لدنك من النور المبين وأسألك باسمك الذي وضعته على النهار فاستنار وعلى الليل فأظلم وبعظمتك وكبريائك وبنور وجهك أن ترزقني القرآن والعلم وتخلطه بلحمي ودمي وسمعي وبصري وتستعمل به جسدي بحولك وقوتك فإنه لا حول ولا قوة إلا بك: عبد الملك دجال مع ما في السند من الإعضال واللّه أعلم.‏",ابن حبان) حدثنا محمد بن أيوب عن مشكات حدثنا إبراهيم بن عبداللّه بن همام حدثنا عبدالرزاق عن معمر ن إسماعيل بن أبي خالد عن قيس بن أبي حازم عن جرير بن عبداللَّه مرفوعاً , يستجيب اللّه للمتظلمين ما لم يكونوا أكثر من الظالمين فإذن كانوا أكثر منهم فيدعون فلا يستجيب لهم, إبراهيم يضع,موضوع,non-authentic,كتاب الذكر والدعاء,
726_2,,(أخبرنا) أبو بكر محمد بن عبدالباقي البزار أنبأنا أبو يعلى محمد بن الحسين الفقيه أنبأنا علي بن عمر السكري حدثنا أبو حامد بن أحمد بن بلال حدثنا محمد بن عبداللّه البخاري حدثنا بحربن النضر حدثنا عيسى بن موسى عن عمر بن صبح عن أبي عبداللّه الشامي ومحمد بن أبي عائشة السندي عن يزيد بن عمر عن عمر بن عبدالعزيز عن مجاهد بن جبير عن ابن سعود مرفوعاً,من أراد أن يرعيه اللّه حفظ القرآن فليكتب هذا الدعاء في إناء ظيف بعسل مادي ثم ليغسله بماء المطر قبل أن يمس الأرض فيشربه على الريق ثلاثة أيام فإنه يحفظ بإذن اللّهى تعالى اللّهم إني أسألك فإنك مسؤول لم يسأل مثل أسألك بحق محمد رسولك ونبيك وإبراهيم خليلك وصفيك وموسى كليمك ونجيك وعيسى كلمتك وروحك وأسألك بصحف إبراهيم وتوراة موسى وزبور داود وإنجيل عيسى وفرقان محمد وأسألك بكل وحي أوحيته وبكل حق قضيته وبكل سائل أعطيته وبكل ضال هديته وغني أفقرته وفقير أغنيته وأسألك بأسمائك التي دعاك بها أولياؤك فاستجبت لهم وأسألك بكل إسم أنزلته في كتاب وأسألك باسمك الذي أثبت به أرزاق العباد وأسألك باسمك الذي وضعته على اليل فأظلم وأسألك باسمك الذي وضعته على الجبال فرست وأسألك باسمك الذي وضعته على الأرضين فاستقرت وأسألك باسمك الذي استقل به عرشك وأسألك باسمك الواحد الأحد الفرد العزيز للذي ملأ الأركان كلها الطاهر المطهر المبارك المقدس الحي القيوم نور السموات والأرض عالم الغيب وأسألك بكتابك المنزل بالحق ونورك التام وبعظمتك وبكبريائك أن ترزقني حفظ كتابك القرآن وحفظ أصناف العلم وثبتها في قلبي وسمعي وبصري وتخلطها بلحمي ودمي وتستعمل بها جسدي في ليلي ونهاري فإنه لاحول ولا قوة إلا بك, موضوع: والمتهم به عمر بن صبح قلت) له طريق آخر,,non-authentic,كتاب الذكر والدعاء,
726_3,, أخرجه الخطيب في الجامع أنبانا محمد بن الحسين المنوثي حدثنا عثمان بن أحمد الدقاق حدثنا محمد بن خلف بن عبدالسلام حدثنا موسى بن غبراهيم المروزي حدثنا وكيع عن عبادة عن شقيق عن ابن مسعود مرفوعاً ,,فذكر مثله سواء: موسى بن إبراهيم المروزي كذاب,,non-authentic,كتاب الذكر والدعاء,
726_4,, وقال أبو العباس بن إبراهيم بن تركمان الهمداني في كتاب الدعاء أنبأنا أبو الفضل محمد بن الحسين بن محمد الدقاق ببغداد أنبأنا محمد بن عثمان بن خالد العكبري حينئذ وقال أبو الشيخ الثواب حدثنا عبيد اللّه بن أحمد بن عقبة قالا حدثنا الحسن بن عرفة العبدي حدثنا زيد بن الحباب العكلي حدثنا عبد الملك ابن هرون بن عنترة الشيباني عن أبيه , أن أبا بكر الصديق أنى النبي صلى اللّه عليه وسلم فقال إني أتعلم القرآن فيتفلت مني فقال النبي صلى اللّه عليه وسلم قل اللّهم إني أسألك بمحمد نبيك وإبراهيم خليلك وموسى نجيك وعيسى روحك وكلمتك وتوراة موسى وإنجيل عيسى وزابور داود وفرقان محمد وكل وحي أوحيته أوقضاء قضيته أو شيء أعطيته أو فقيراً أغنيه أو غني أفقرته أو ضال هديته وأسألك باسمك الذي وضعته على الجبال فإرست وأسألك باسمك الذي استقل به عرشك وأسألك باسمك الطهر الطاهر الأحد الصمد الوتر المنزل في كتاب من لدنك من النور المبين وأسألك باسمك الذي وضعته على النهار فاستنار وعلى الليل فأظلم وبعظمتك وكبريائك وبنور وجهك أن ترزقني القرآن والعلم وتخلطه بلحمي ودمي وسمعي وبصري وتستعمل به جسدي بحولك وقوتك فإنه لا حول ولا قوة إلا بك,عبد الملك دجال مع ما في السند من الإعضال واللّه أعلم., لا يصح,non-authentic,كتاب المواعظ والوصايا,
727,(الأزدي) حدثنا يحيى بن محمد بن عبدالرحمن عن ناجية حدثنا أحمد بن عبدالرحمن حدثني الوليد بن المهلب عن النضر بن محرز عن محمد بن المنكدر عن جابر قال خطبنا رسول اللّه صلى اللّه عليه وسلم على العضبا فقال يا أيها الناس كأن الموت في هذه الدنيا على غيرنا كتب وكأنما تشيع من الموتى عن قريب إلينا راجعون نبوؤهم أجدائهم وتأكل تراثهم كأنا مخلدون بعدهم قد آمنا كل جائحة فطوبي لمن وسعته السنة ولم يخالفها إلى بدعة ورضي من العيش بلكفاف وقنع بذلك: لا يصح في إسناده مجاهيل وضعفاء والمعروف إن هذا الحديث من حديث أبان عن أنس وقد سرقه منه قوم.‏,الأزدي) حدثنا يحيى بن محمد بن عبدالرحمن عن ناجية حدثنا أحمد بن عبدالرحمن حدثني الوليد بن المهلب عن النضر بن محرز عن محمد بن المنكدر عن جابر قال, خطبنا رسول اللّه صلى اللّه عليه وسلم على العضبا فقال يا أيها الناس كأن الموت في هذه الدنيا على غيرنا كتب وكأنما تشيع من الموتى عن قريب إلينا راجعون نبوؤهم أجدائهم وتأكل تراثهم كأنا مخلدون بعدهم قد آمنا كل جائحة فطوبي لمن وسعته السنة ولم يخالفها إلى بدعة ورضي من العيش بلكفاف وقنع بذلك, لا يصح في إسناده مجاهيل وضعفاء والمعروف إن هذا الحديث من حديث أبان عن أنس وقد سرقه منه قوم., لا يصح,non-authentic,كتاب المواعظ والوصايا,
728_1,(ابن عدي) حدثنا محمد بن الحسن بن قتيبة حدثنا محمد بن السري حدثنا عبدالعزيز بن عبدالصمد حدثنا أبان بن عياش عن أنس قال خطبنا رسول اللّه صلى اللّه عليه وسلم على ناقته الجدعاء فقال في خطبته يا أيها الناس كأن الحق فيها على غيرنا وجب وكأن الموت فيها على غيرنا كتب وكأن الذي نشيع من الأموات سفر عما قليل إلينا عائدون نبؤهم أجداثهم ونأكل تراثهم كأنا مخلدون بعدهم قد نسينا كل واعظة وأمنا كل جائحة طوبي لمن شغله عيبه عن عيوب الناس وأنفق من مال اكتسبه من غير معصية وخالط أهل الفقه والحكمة وجانب أهل الذل والمعصية طوبي لمن ذل في نفسه وحسنت خليفته وأنفق الفضل من ماله وأمسك الفضل من قوله وسعته السنة ولم يعدها إلى بدعة: لا يصح أبان متروك وتابعه النضر بن محرز ولا يحتج به عن بن المنكدر عن يحيى بن سعيد عن سليمان بن يسار عن أبي هريرة.(قلت) أخرجه ابن لال حدثنا علي بن عامر حدثنا أحمد بن حماد زغبة حدثنا موسى بن ناصح حدثنا عصمة ابن محمد الخزرجي به واللّه أعلم. وقال ابن حبان هذا الحديث سمعه أبان من الحسن فجعله عن أنس.,ابن عدي) حدثنا محمد بن الحسن بن قتيبة حدثنا محمد بن السري حدثنا عبدالعزيز بن عبدالصمد حدثنا أبان بن عياش عن أنس قال, خطبنا رسول اللّه صلى اللّه عليه وسلم على ناقته الجدعاء فقال في خطبته يا أيها الناس كأن الحق فيها على غيرنا وجب وكأن الموت فيها على غيرنا كتب وكأن الذي نشيع من الأموات سفر عما قليل إلينا عائدون نبؤهم أجداثهم ونأكل تراثهم كأنا مخلدون بعدهم قد نسينا كل واعظة وأمنا كل جائحة طوبي لمن شغله عيبه عن عيوب الناس وأنفق من مال اكتسبه من غير معصية وخالط أهل الفقه والحكمة وجانب أهل الذل والمعصية طوبي لمن ذل في نفسه وحسنت خليفته وأنفق الفضل من ماله وأمسك الفضل من قوله وسعته السنة ولم يعدها إلى بدعة, لا يصح أبان متروك وتابعه النضر بن محرز ولا يحتج به عن بن المنكدر عن يحيى بن سعيد عن سليمان بن يسار عن أبي هريرة (قلت),,non-authentic,كتاب المواعظ والوصايا,
728_2,, أخرجه ابن لال حدثنا علي بن عامر حدثنا أحمد بن حماد زغبة حدثنا موسى بن ناصح حدثنا عصمة ابن محمد الخزرجي,, به واللّه أعلم. وقال ابن حبان هذا الحديث سمعه أبان من الحسن فجعله عن أنس,لا يصح,non-authentic,كتاب المواعظ والوصايا,
729,(الحاكم) حدثنا أبو الطيب محمد ابن عبداللّه حدثنا أبو محمد همام بن يحيى بن زكريا حدثنا محمد بن القاسم الطايكاني حدثنا أبومقاتل حفص بن سليم حدثنا هشام بن حسان عن محمد بن سيرين عن أبي هريرة مرفوعاً ياأهل الخلود وياأهل البقاء إنكم لم تخلقوا للفناء وإنما تنتقلون من دار إلى دار كما نقلم من الأصلاب إلى الأرحام ومن الأرحام إلى الدنيا ومن الدنيا إلى القبور ومن القبور إلى الموقف إلى الخلود في الجنة أو النار: لا يصح إنما هو كلام بعض السلف والمتهم برفعه الطايكاني يضع وشيخه متروك.‏,الحاكم) حدثنا أبو الطيب محمد ابن عبداللّه حدثنا أبو محمد همام بن يحيى بن زكريا حدثنا محمد بن القاسم الطايكاني حدثنا أبومقاتل حفص بن سليم حدثنا هشام بن حسان عن محمد بن سيرين عن أبي هريرة مرفوعاً, ياأهل الخلود وياأهل البقاء إنكم لم تخلقوا للفناء وإنما تنتقلون من دار إلى دار كما نقلم من الأصلاب إلى الأرحام ومن الأرحام إلى الدنيا ومن الدنيا إلى القبور ومن القبور إلى الموقف إلى الخلود في الجنة أو النار, لا يصح إنما هو كلام بعض السلف والمتهم برفعه الطايكاني يضع وشيخه متروك.,لا يصح,non-authentic,كتاب المواعظ والوصايا,
730_1,"(الخطيب) أنبأنا علي بن أبي علي المعدل حدثنا محمد بن أحمد بن عبدان أنبأنا أبو القاسم بن الحكم البجلي بن عبيد اللَّه بن الوليد الوصافي عن محمد بن سوقة عن الحرث الأعور عن علي بن أبي طالب قال قال رسول اللّه صلى اللّه عليه وسلم من اشتاق إلى الجنة سارع إلى الخيرات ومن أشفق من النار لهى عن الشهوات ومن يرتقب الموت لهى عن اللذات ومن زهد في الدنيا هانت عليه المصائب: لا يصح، عبيد اللّه بن الوليد متروك والحرث كذاب (قلت) له طريق آخر قال تمام في فوائده أنبأنا أبو عبداللَّه محمد بن إبراهيم بن عبدالرحمن القرشي أنبانا الحسن بن أحمد القرشي أنبأنا الحسين بن أحمد بن مروان أن المسيب بن واضح دثهم حدثنا المسيب بن شريك عن محمد بن سوقة عن أبي إسحق عن عامر عن علي مرفوعاًبه. وقال ابن عساكر أنبأنا أبو الحسن بن عبداللّه أنبأنا جدي الحسن بن أحمد أنبأنا أبو طاهر الحسين ابن محمد بن الحسين الأيلي إمام جامع دمشق حدثنا القاضي أبو محمد عبداللّه بن محمد بن ذكوان البعلكي أنبأنا الحسن بن إسحق بن بليل حدثنا السري بن سهل حدثنا عبداللّه بن راشيد حدثنا مجاعة بن الزبير عن قتادة عن أبي إسحق عن الحارث عن علي مرفوعاً به وقد أورده منالطريق الأول ابن القاسم بن الصصري في أماليه وقال هذا حديث الحسن غريب واللّه أعلم. (أخبرنا) ظفر بن علي الهمداني أنبأنا أبو الحسن بن طعان حدثنا أبو عبداللّه بن علي المقري أنبأنا أبو الحسن محمد بن علي البلوي حدثنا حامد بن محمد الهروي حدثنا الفضل بن عبداللّه بن مسعود الهروي حدثنا روح بن عبادة عن حمد بن مسلم عن علي بن زيد عن سعيد ابن المسيب عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم الموت غنيمة والمعصية مصيبة والفقر راحة والغنى عقوبة والعقل هدية من اللّه والجهل ضلالة والظلم ندامة والطاعة قرة عين والبكاء من خشية اللّه النجاة من النار والضحك هلاك البدن والتائب من الذنب كمن لا ذنب له: الفضل لا يحتج به بحال. (قلت) أخرجه البهيقي في الشعب حدثنا الإمام أبو الطيب سهل بن محمد بن سليمان إملاء أنبأنا أبو علي حامد بن محمد ابن عبداللّه الهروي أنبأنا الفضل بهذا وقال تفرد به هذا النهرواني وهو مجهول فقد سمعته من وجه آخر عن روح وليس وليس بمحفوظ اهـ واللّه أعلم. ",الخطيب) أنبأنا علي بن أبي علي المعدل حدثنا محمد بن أحمد بن عبدان أنبأنا أبو القاسم بن الحكم البجلي بن عبيد اللَّه بن الوليد الوصافي عن محمد بن سوقة عن الحرث الأعور عن علي بن أبي طالب قال قال رسول اللّه صلى اللّه عليه وسلم, من اشتاق إلى الجنة سارع إلى الخيرات ومن أشفق من النار لهى عن الشهوات ومن يرتقب الموت لهى عن اللذات ومن زهد في الدنيا هانت عليه المصائب," لا يصح، عبيد اللّه بن الوليد متروك والحرث كذاب (قلت) له طريق آخر",,non-authentic,كتاب المواعظ والوصايا,
730_2,, قال تمام في فوائده أنبأنا أبو عبداللَّه محمد بن إبراهيم بن عبدالرحمن القرشي أنبانا الحسن بن أحمد القرشي أنبأنا الحسين بن أحمد بن مروان أن المسيب بن واضح دثهم حدثنا المسيب بن شريك عن محمد بن سوقة عن أبي إسحق عن عامر عن علي مرفوعاً,,به,,non-authentic,كتاب المواعظ والوصايا,
730_3,, وقال ابن عساكر أنبأنا أبو الحسن بن عبداللّه أنبأنا جدي الحسن بن أحمد أنبأنا أبو طاهر الحسين ابن محمد بن الحسين الأيلي إمام جامع دمشق حدثنا القاضي أبو محمد عبداللّه بن محمد بن ذكوان البعلكي أنبأنا الحسن بن إسحق بن بليل حدثنا السري بن سهل حدثنا عبداللّه بن راشيد حدثنا مجاعة بن الزبير عن قتادة عن أبي إسحق عن الحارث عن علي مرفوعاً,, به وقد أورده منالطريق الأول ابن القاسم بن الصصري في أماليه وقال هذا حديث الحسن غريب واللّه أعلم,,non-authentic,كتاب المواعظ والوصايا,
730_4,, (أخبرنا) ظفر بن علي الهمداني أنبأنا أبو الحسن بن طعان حدثنا أبو عبداللّه بن علي المقري أنبأنا أبو الحسن محمد بن علي البلوي حدثنا حامد بن محمد الهروي حدثنا الفضل بن عبداللّه بن مسعود الهروي حدثنا روح بن عبادة عن حمد بن مسلم عن علي بن زيد عن سعيد ابن المسيب عن عائشة قالت قال رسول اللّه صلى اللّه عليه وسلم, الموت غنيمة والمعصية مصيبة والفقر راحة والغنى عقوبة والعقل هدية من اللّه والجهل ضلالة والظلم ندامة والطاعة قرة عين والبكاء من خشية اللّه النجاة من النار والضحك هلاك البدن والتائب من الذنب كمن لا ذنب له, الفضل لا يحتج به بحال (قلت) ,,non-authentic,كتاب المواعظ والوصايا,
730_5,, أخرجه البهيقي في الشعب حدثنا الإمام أبو الطيب سهل بن محمد بن سليمان إملاء أنبأنا أبو علي حامد بن محمد ابن عبداللّه الهروي أنبأنا الفضل,, بهذا وقال تفرد به هذا النهرواني وهو مجهول فقد سمعته من وجه آخر عن روح وليس وليس بمحفوظ اهـ واللّه أعلم,موضوع,non-authentic,كتاب المواعظ والوصايا,
